idFrame,name,description
646,Getting_up,"A #Protagonist leaves the place where they have slept, their #Bed, to begin or resume domestic, professional, or other activities. Getting up is distinct from Waking up, which is concerned only with the transition from the sleeping state to a wakeful state.

<ex>[I|pro] [rose|Target] [from bed|bed], threw on a pair of camouflage shorts and drove my little Toyota Corolla to a construction clearing a few miles away.</ex>
<ex>One recent Monday, for example, [Joe|pro] [rose|Target] [from bed|bed] [extra early|tim] [to catch an administrator at 8:30 am|pur].</ex>

<ex>[In the summer|cir] [I|pro] [get|Target] [up|Target] [early|tim] and get some miles in on my bike before the kids and Ange wake up. [INI|bed]</ex>

<ex>He slept or threw up the whole day. [He|pro] [got|Target] [up|Target] [for 2 hours|dur] [in the evening|tim].  [INI|bed]</ex>

<ex>[When it snowed|cir] [Smithers|pro] [got|Target] [up|Target] [before everyone else|tim] [at two o'clock|tim] and swept the walkways. [INI|bed]</ex>"
637,Getting_vehicle_underway,"A #Driver prepares a #Vehicle for travel by placing it in the normal location for the operation of the vehicle or by detaching it from a place where it was held.

<ex>Throughout Irish history, [countless generations of exiles|Driver] have [cast|Target] [off|Target] [from the shores of Ireland|Source].</ex>
<ex>""""Good,"""" said Matt as [he|Driver] [pulled|Target] [the car|Vehicle] [out of the parking space|Source].</ex>
<ex>The next day, after [weighing|Target] [anchor|Target], [we|Driver] cleared Longboat Pass Bridge, and exited the ICW into the open waters of the Gulf of Mexico.</ex>"
296,Get_a_job,"A new #Employee obtains a #Position with an #Employer, with which there are certain #Tasks associated; in exchange for the performance of these #Tasks, the #Employee receives #Compensation from the #Employer.

<ex>[I|Employee] [signed|Target] [on|Target] [with YouTube|Employer] [to make them a new GUI|Task].</ex>"
1275,Get_document,The #Tourist obtains the #Documents needed for her trip.
61,Give_impression,"In this class of perception words, a #Phenomenon, typically expressed as External Argument, and its perceptual characteristics are given some description.  This may be a #Characterization describing purely perceptual properties, an #Appraisal (i.e. positive or negative judgment) or an #Inference about some non-perceptual property based on the #Perceiver_passive's perception.
<ex></ex>
<ex>There's a hamburger bar open, and [it|Phenomenon] [smells|Target] [real good|Appraisal].</ex>

<ex>[What we drank then|Phenomenon] [tasted|Target] [like sulphur and ox blood|Characterization].</ex>"
127,Giving,A #Donor transfers a #Theme from a #Donor to a #Recipient.  This frame includes only actions that are initiated by the #Donor (the one that starts out owning the #Theme).  Sentences (even metaphorical ones) must meet the following entailments: the  #Donor first has possession of the #Theme.  Following the transfer the #Donor no longer has the #Theme and the #Recipient does. <ex>[Barney|Donor] [gave|Target] [the beer|Theme] [to Moe|Recipient].</ex> <ex>[$300|Theme] was [endowed|Target] [to the university|Recipient] [to build a new performing arts building|Purpose].</ex>
256,Giving_birth,"A #Mother and #Father produce a #Child or an #Egg.
<ex>[Betty|Mother] [bore|Target] [Gerry|Father] [three intelligent daughters|Child].</ex>"
666,Giving_in,"A #Capitulator who has been opposing a #Force, which is typically exerted by a #Compeller, ceases opposing that #Force. As a result, the #Force runs its course and an #Issue is resolved against the interests of the #Capitulator.


<ex>Accordingly, there is no basis to conclude that [Tazewell|Capitulator] [acquiesced|Target] [in the rule against claim-splitting|Force].</ex>
<ex>Accordingly, there is no basis to conclude that Tazewell [acquiesced|Target] in the rule against [claim-splitting|Issue].</ex>


<ex>My uncle continued trying to placate Nuayman until [the latter|Capitulator] [relented|Target]. [DNI|Issue] [DNI|Force]</ex>


<ex> [Genesis|Capitulator] [acquiesced|Target] [to doing a short Q and A session|Resultant_action]. [DNI|Force]</ex>

<ex>[The government|Capitulator] would not [yield|Target] [to pressure|Force] , the spokeswoman promised . [DNI|Issue]</ex>

"
583,Giving_scenario,"The sequence of events in which the #Donor begins in possession of the #Theme, then gives it to the #Recipient, relinquishing possession.
"
97,Gizmo,"This frame contains general words denoting equipment where the #Use or purpose is not specified by the lexeme but (typically) by a separate expression. The words are described with respect to the #Use for which the item is used or its typical #User.

<ex>[coffee|Use] [machine|Target]</ex>
<ex>[dentist's|User] [equipment|Target]</ex>"
571,Goal,"A #Landmark (in combination with the image schema evoked by particular targets) serves to pick out the final location of a #Trajector in a construed or actual motion event.

<ex>[Flights|Trajector] [into|Target] [Denver|Landmark] are not permitted [at this time|Time].</ex>"
697,Going_back_on_a_commitment,"A #Protagonist has made a #Commitment but does not honor it, thereby doing harm to an #Affected_party.


<ex>[My buddy Tom's girlfriend|Protagonist] [backed out|Target] [of going to the show with me|Commitment].</ex>

<ex>However, [the employer|pro] [then|Time] [backed out|Target] [of that statement|Commitment] and did not pay the STD!</ex>

<ex> [The government|Protagonist] had [reneged|Target] [on promises to give them land|Commitment].</ex>

<ex>When [she and her family|pro] [went back|Target] [on their police statement|com] [in the Vadodara court|pla] [in May 2003|Time], it stirred a huge controversy.</ex>

"
1100,Government_institution,"The #Institution is an organization which is part of a government, the #Purpose of which is to provide a service or fulfill a role designated by the government. The #Purpose may, but need not, entail direct interaction of the citizenry."
1270,Go_dancing,"While visiting tourist places, the #Tourist may go dancing, usually in traditional #Establishments at the place visited."
950,Go_into_shape,"A #Theme, which may or may not have a default shape or configuration, goes into a particular shape without being made to do so by an agent. Depending on the type of shape, there may be a Locus about which the #Theme changes shape.

<ex>[It|Theme] [curled|Target] up [into a cylinder|Resultant_configuration] [after laying in the sun|Circumstances].</ex>"
1293,Go_places,"During her stay, the #Tourist usually gets around her main destination."
1274,Go_shopping,"While visiting touristic attractions or places, the #Tourist may go shopping. The #Establishments visited for this purpose can be both traditional stores and markets."
1150,Gradable_artistic_quality,"This frame contains LUs that ascribe an artistic quality to a work. This frame does not contain """"period"""" words such as """"romantic"""" or """"classical"""".

<ex>With its lack of decor, [the church|Entity] seems [quite|Degree] [austere|Target].</ex>"
503,Gradable_attributes,"An #Entity has an implicit #Value for an #Attribute. #Degree expresses either explicit comparison or the deviation of the #Value when compared with other entities of similar kind. The #Value may hold only relative to a particular #Time or in particular #Circumstances.

"
1193,Gradable_proximity,"A #Figure is (stably) located with respect to a #Ground in terms of how the distance between them compares to some general or contextually relevant scale.  The Degree of divergence from the expected distance may also be expressed.  In addition to the asymmetrical consideration of #Figure and #Ground, these may be construed collectively as #Figures, in which case each entity is assessed for how expected its distance is from others in the group of #Figures.
<ex></ex>
Productive metaphors include cases where the degree of closeness or intimacy between people/entities is conceptualized as gradable proximity (""""their [close|Target] / [distant|Target] relationship...""""). The directness of familial relations is also construed this way (""""a [close|Target] / [distant|Target] cousin""""). Other metaphors involve possibility - usually of more extreme events - as proximity (""""it was [near|Target] collapse / extinction / disaster"""") and of category fit as proximity (""""that was [far|Target] from perfection / the truth / a miracle"""").
"
1038,Graph_shape,"This frame descibes a #Shape that #Data makes on a #Graph.

<ex>The [trace|Target] [of the first trial|Data] [on the graph on the right|Graph] shows a sharp increase after stage 1.</ex>"
495,Grasp,"A #Cognizer possesses knowledge about the workings, significance, or meaning of an idea or object, which we call #Phenomenon, and is able to make predictions about the behavior or  occurrence of the #Phenomenon. The #Phenomenon may be incorporated into the wider knowledge structure via categorization, which can be indicated by the mention of a #Category. The #Cognizer may possess knowledge only in part and this may be expressed in a #Completeness expression. The #Cognizer may also be realized as a cognitive-emotional #Faculty that is conceived of as having understanding. Note that the knowledge may have been acquired either from instruction or from the #Cognizer's own experimentation, observation, or mental operations.

Words in this frame are frequently used metonymically to denote the transition into the state described above.

<ex>I figured this out last week and now [I|Cog] [really|Completeness] [understand|Target] [it|Phen].</ex>

<ex>[My father|Cognizer] failed to [comprehend|Target] [that his explanations were based as much upon faith as mine|Phenomenon]</ex>

<ex>[The draughtsman|Cognizer] must [fully|Completeness] [comprehend|Target] [what he is drawing|Phenomenon]</ex>

<ex>Nobody seems to have explained this to her, but [finally|Time] [she|Cognizer] [understands|Target] [DNI|Phenomenon]</ex>

<ex>I realized [I|Cognizer] had not [properly|Manner] [understood|Target] [my own needs|Phen]</ex>

<ex>[The mind|Faculty] is often unable to [comprehend|Target] [the significance of what it perceives|Phenomenon].</ex>

<ex>[Our sensations|Phenomenon] are in some sense to be [understood|Target] [in terms of a set of stimulation levels (spiking frequencies) in the appropriate sensory pathways|Reference_point]. [CNI|Cognizer]</ex>"
323,Grinding,In this frame a #Grinder or #Grinding_cause causes a #Patient to be broken into smaller pieces.  A #Result or #Goal can be present.<ex>[Bill|Grinder] [ground|Target] [the coffee beans|Patient] [into a fine powder|Result].</ex>
145,Grooming,"In this frame, an #Agent engages in personal body care by grooming either a #Patient or a #Body_part.  An #Instrument can be used in this process as well as a #Medium.

<ex>[She|Agt] [washed|Target] [the baby|Patient].</ex>"
329,Ground_up,In this frame a #Patient is in a state of having been broken into smaller pieces.  <ex> We enjoy eating [ground|Target] [beef|Patient] . </ex>
893,Growing_food,"A #Grower endeavors to tend to and influence the environment of #Food so as to foster its growth.

<ex>[I|Grower] [grow|Target] [my own vegetables|Food].</ex>

"
836,Guest_and_host,"Two individuals, the #Guest and the #Host are in a temporary social relationship within which the #Host provides use of a location or resources for the #Guest at a location highly associated with the #Host (in many cases, where the #Host lives or works). The #Guest is not expected to reciprocate the hospitality of the #Host while the relationship holds, though may be expected to act as #Host at a later time.

<ex>[Commander Silvers|gue] <m>was</m> [the President's|hos] [guest|Target] [last week|Time] [at the White House|hos_loc].</ex>

<ex>[Steve Stephens|Host] will <m>be</m> [your|Guest] [host|Target] [for the weekend|Duration].</ex>"
536,Guilt_or_innocence,"An #Accused individual is deemed by a Judge to be involved (or not) in a #Misdeed.  The Judge is either not mentioned, or is introduced by some other frame in the discourse.


<ex>[I|acc] <m>am</m> [innocent|Target] [of this crime|mis] and so is James Griffiths . </ex>
<ex>It is possible that [the Frauleins Krabbe , Breuer and Moller|acc] are [guilty|Target] [of serious wrongdoing|mis].</ex>

<ex></ex>
Note that this frame is not  limited to technical, legal uses. The use of guilty in this frame is also to be distinguished from that in the Contrition frame by not referring to an emotional state. Innocent has several other meanings that are distinct from the one it has in this frame. It can mean 'ignorant of'; 'innocuous'; 'pure and unsullied by experience'."
1051,Gusto,"A #Person has a particular mental state and the ability to engage in an activity with enthusiasm, energy, and positivity."
115,Hair_configuration,"Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature.  Note that Attachment and Body Part will generally be incorporated in the lexical meanings.  Subregions (e.g. roots, ends) are often not specified, and sometimes incorporated (e.g. in 'bangs')

<ex>On either side her head gleamed [coiled|Configuration] [[braids|Target]|Configuration] [of dark-gold hair|Hair] , almost pale copper in the subdued light of the room .</ex>"
509,Halt,"This frame consists of LUs which denote a #Theme ceasing motion.


<ex>[Peter|Theme] [stopped|Target] [immediately|Time] and span to see Aeryn frozen where she stood.</ex>

<ex>[He|Theme] [stopped|Target] [at the door|Place], not wanting to see what he knew must be on the other side</ex>

<ex>As Lynn walked through the bedroom on her way to the shower [she|Theme] [stopped|Target] [to look at her sleeping husband|Purpose]</ex>

"
868,Have_associated,"A #Topical_entity has properties which are affected by the existence and association of an #Entity.

<ex>[By the 1920s|Time] [a characteristic book|Topical_entity] [had|Target] [black and white photographic illustrations only|Entity] .</ex>

<ex>[Their schools|Topical_entity] [had|Target] [an improved and more balanced curriculum|Ent] .</ex>

<ex>[With dual citizenship|Circumstances] , [Stephen|Topical_entity] [now|Time] [had|Target] [two presidents he hated|Entity] .</ex>"
660,Have_as_requirement,"The obtaining of a #Requirement state of affairs or the presence of a #Required_entity is profiled as a prerequisite for the obtaining or occurring of a #Dependent state-of-affairs.

<ex>[This game|Dependent] [demands|Target] [great skill|Requirement].</ex>

<ex>[The war on terror|Dependent] [requires|Target] [little sacrifice for most Americans|Requirement].</ex>

<ex>[Glass  art|Dependent] [demands|Target] [great patience|Requirement] [from the student|Required_individual].</ex>"
754,Have_as_translation_equivalent,"A  #Source_symbol in a #Source_representation system is presented to be matched by a #Target_symbol in a #Target_representation in the ability to express a particular #Content.

<ex>[A palintonon or palintone|Source_symbol] [translates|Target] [as """"V-spring""""|Target_symbol] and euthytonon or euthytone
translates as """"straight-spring"""" [from Greek|Source_representation].</ex>

<ex>It can be confusing if [one word|Source_symbol] [translates|Target] [into several|Target_symbol] [in Spanish|Target_representation], [which don't have the same gender|Target_symbol].</ex>

<ex>Therefore, [this word|Source_symbol] [translates|Target] [as """"a male""""|Target_symbol].</ex>

<ex>[Perak|Source_symbol] [translates|Target] [as """"silver""""|Target_symbol] [in the Malay language|Source_representation].</ex>


Sentences such as the following are actually to be handled in the Be_translation_equivalent frame, which has the reverse point of view from the current frame.
<ex>We have just seen how each Bible program makes it easy to get a definition of [the Greek or Hebrew word|Source_symbol] [which|Source_symbol] [a given English word|Target_symbol] [translates|Target]. </ex>
The difference is essentially between whether both speaker and addressee in the context where the word is used are starting with the #Target_symbol in mind.  When they are, the symbols are being compared for how they correspond and Be_translation_equivalent can be used.  Otherwise, generally where the information conveyed by the predication is what the #Target_symbol is, Have_as_translation_equivalent is used."
880,Have_visitor_over,"A #Host, at a location strongly associated with him/herself (such as a place of employment or residence), temporarily hosts a #Visitor so that the #Visitor can achieve a goal. The purpose of the visit is often social in nature.

<ex>[We|Host] [had|Target] [him|Visitor] [over|Target] [for tea|Purpose].</ex>"
706,Having_commercial_agreement,"#Party_1 and #Party_2 (collectively refered to as #Parties) make a commercial agreement, an #Obligation, which both #Parties are expected to keep or fulfill. "
1483,Healthcare_service,
1478,Health_exam,
46,Health_response,"A #Protagonist is sensitive to a #Trigger, which has the potential to cause some kind of reaction in the #Protagonist.
<ex></ex>
<ex>[Mr. Clinton and his wife Hillary|Protagonist] <m>are</m> [allergic|Target] [to cats|Trigger].</ex>

<ex>On top of this, [he|Protagonist] <m>has</m> [allergies|Target] [to oats and dust|Trigger] and is a finicky feeder.</ex>"
31,Hearsay,"The #Hearer receives a #Message or communication on a particular #Topic. Words in this frame denote events of verbal communication, but express the #Hearer rather than the #Speaker as an External Argument.

<ex>[Teenage fans|Hearer] first [heard|Target] [about the tragedy|Topic] [on a popular radio show|Medium].</ex>
<ex>[Teenage fans|Hearer] first [heard|Target] [the tragic news|Message] [on a popular radio show|Medium]</ex>"
1001,Heat_potential,"An #Insulator is judged for its potential to increase the body temperature of an #Experiencer. The #Activity that the #Experiencer engages in to experience the heat and the #Circumstances in which the #Insulator is judged may also be provided.

<ex>That looks like a [really|Degree] [warm|Target] [bed|Insulator].</ex>
<ex>[This blanket|Insulator] is too [toasty|Target] [for me|Experiencer].</ex>"
1209,Hedging,"When words of this frame are used as hedge markers, they signal that the speaker of the sentence wishes to be careful about asserting some #Hedged_content.  Use of a hedge marker may mean that the speaker is uncertain of how factual of the #Hedged_content is, or uncertain of whether they're expressing the idea behind #Hedged_content well, or it may mean that the #Hedged_content is socially undesirable or awkward in the conversational context.

<ex>The president is [a bit|Target] [of an idiot|Hedged_content] when it comes to foreign policy .</ex>
<ex>I 'm sorry , but he is [on the|Target] [heavy|Hedged_content] [side|Target] , you understand .</ex>
<ex>I thought, [like|Target], [maybe you would know|Hedged_content] .</ex>
<ex>My father was [something|Target] [of a dilettante|Hedged_content] .</ex>
<ex>[He|Hedged_content] [rather|Target] [doubts you'll be able to convince your mom|Hedged_content]. </ex>
<ex></ex>
Because these words serve to indicate hesitancy, often for purposes of increased politeness, speakers may use several encodings of hedging simultaneously to iconically indicate the degree of politeness or hesitancy that they wish to express:

<ex>Your story, is, [like|Target], [kind of|Target] a bit [on the|Target] short [side|Target] .</ex>
<ex></ex>
There is also an ironic or sarcastic use of LUs in this frame, as in the following:

<ex>When a standard vaccuum can't even pick up the clods, you know [you've|Hedged_content] [kinda|Target] [got a problem|Hedged_content].</ex>
<ex></ex>
Words expressing small quantities or degrees (e.g., """"a tad"""", """"a little"""", etc.) can be used in a very similar function to words of this frame.  However, these words do not simply signify hesitation, but merely frequently imply it when used to modify a predication.  Such words can only be used on their on or with a noun to signify a small quantity or number (""""a little whiskey"""", see Proportional_quantity), or with an adjective to indicate that the quality described by the adjective is close to average (""""a mite stupid"""", """"somewhat confused"""" see Degree).  Words of those frames may be nested within noun phrases or in other positions where content is not asserted but rather presupposed.  Words that belong to the Hedging frame, by contrast, either take a noun complement and indicate hesitancy or imprecision concerning the category (""""something of a klutz""""), or modify an entire proposition to indicate imprecision of the proposition (""""I, like, waved it around"""").  In both cases, the #Hedged_content must occur in the at-issue focus of a proposition, the part of a statement that the speaker is, so to speak, on record as asserting."
519,Heralding,"A #Communicator announces (linguistically or non-linguistically) the  imminent arrival of an #Individual or the occurrence of an #Event.  Generally, the #Communicator is attempting to inform the public.


<ex>[The unveiling of Alinghi's keel|evt] was [heralded|Target] [by alp horns|com]</ex>

<ex>[A brass band|com] [heralded|Target] [his arrival|evt] and he was flanked by secret service agents</ex>

<ex>[The telegram|med] [heralded|Target] [him|Ind], but with boundless miles for hiding he had stolen in under the cover of night</ex>"
765,Hiding_objects,"An #Agent causes a #Hidden_object to become perceptually inaccessible to potential perceivers by placing it in a #Hiding_place or putting in place an #Obstruction that screens the object.

<ex>Therefore, as I passed the school, [I|Agent] [hid|Target] [the gun and holster|Hidden_object] [in the mailbox|Hiding_place]</ex>

<ex>[Gruenwald|Agent] [hid|Target] [the money|Hidden_object] [at a local garbage dump|Place] then retrieved it the following morning.</ex>

<ex>In later books [Harry|Agent] often tries to [hide|Target] [his scar|Hidden_object] [with his hair|Obstruction]. </ex>"
402,Hindering,"In this frame a #Hindrance makes it more difficult for a #Protagonist to complete their intended #Action or a #Hindrance directly affects an #Action where the #Action can be a natural act or the actions of many individuals in a collective endeavor.  Crucially, these lexical units do not entail that the #Protagonist was unable to complete the #Action or that the #Action did not occur. The #Hindrance may indicate a lack of enablement or an obstacle on the natural progression of the #Protagonist or #Action

<ex> [Malcolm|Protagonist] was [hindered|Target] [by his drinking problem|Hindrance] . </ex>
<ex> [A lack of money|Hindrance] [hampered|Target] [our plans|Action] . </ex>
<ex> [Many candidates' progress|Action] is [severely|Degree] [impeded|Target] [because they have to resit for the exam|Hindrance]. </ex>
<ex> [The new dam|Hindrance] [impeded|Target] [the flow of water|Action] . </ex>"
1216,Hire_provide_touristic_services,General frame in which the #Tourist hires a #Service from the #Operator.
294,Hiring,"An #Employer hires an #Employee, promising the #Employee a certain #Compensation in exchange for the performance of a job.  The job may be described either in terms of a #Task or a #Position.  In some cases, the #Employee FE will also indicate the #Position (see fourth example below).

<ex>[John|Empee] was [hired|Target] [to clean up the file system|Task].</ex>
<ex>[IBM|Emper] [hired|Target] [Gates|Empee] [as chief janitor|Posit].</ex>
<ex>[I|Empee] was [retained|Target] [at $500 an hour|Compense].</ex>
<ex>[The A's|Emper] [signed|Target] [a new third baseman|Empee] [for $30M|Compense].</ex>
The same sentence (above) should also have the FE #Position on the second layer:
<ex>The A's [signed|Target] [a new third baseman|Posit] for $30M.</ex>
"
850,Historic_event,"In the course of history, an #Event or #Entity is taken to have importance or significance.

<ex>Throughout the campaign [activists|Entity] have [made|Target] [financial|dom] [history|Target] [as one by one major corporations have yielded to protester power|Time]</ex>

<ex>[The conference|Event] <m>was</m> [historic|Target] [for Atlanta's growth as a city|Entity].</ex>

<ex>Many of the [historic|Target] [sites|Ent] offer additional outdoor recreation activities.</ex>

<ex>The James River is arguably the most [historic|Target] [river|Ent] in the country and one of the most important rivers in the Southeast.</ex>

<ex>Take in the [[history|Ent]|Target], the sawdust-covered floors, and the legendary backroom where the ale flowed during Prohibition.</ex>"
940,History,"A recordable sequence of events is associated with a given #Topic.

<ex>And that is where the [history|Target] [of art|Topic] begins.</ex>
"
939,History_scenario,This frame describes how #Events are related to each other and #Place and #Time.
844,Hit_or_miss,"An #Agent succeeds or fails to interact perceptually or physically with the #Target or #Target_location.  The #Instrument which is used to interact with the #Target may stand in metonymically for the #Agent.

<ex>At first [he|Agent] shot [very|Degree] [wide|Target] [of his target|Target] .</ex>
<ex>Because I programmed the scope wrong , [I|Agent] kept [missing|Target] [Jupiter|Target] .</ex>
<ex>[She|Agent] scored two [hits|Target] [on the deer 's left side|Target_location] .</ex>"
406,Hit_target,"An #Agent causes the ballistic motion of a projectile and its subsequent impact on a #Target.

<ex>It looks like [he|Agent] [hit|Target] [the bull's-eye|Target] [with his first arrow|ins]!</ex>

<ex>If [he|Agent] [shot|Target] [her|Target], he is fully culpable whether he meant to or not.</ex>"
705,Holding_off_on,"An #Agent decides temporarily not to perform a #Desirable_action or not to interact with a #Salient_entity.

<ex>[I|Agent] have actually [held off|Target] [on buying some movies by WB|Desirable_action] [because of those damned cases|Explanation].</ex>

<ex>[We|Agent] [held off|Target] [on reporting this|Desirable_action] [because, by all accounts, the young Oscar-nominee has NOT been offered the role|Explanation].</ex>

<ex>This meant [waiting|Target] [with dinner|Desirable_action] until late. [CNI|Agent]</ex>

<ex>[I|Agent] [waited|Target] [with going to him|Desirable_action] and in retrospect think that that was a mistake.</ex>"
1262,Hospital,This frame depicts establishments that offer health services to tourists. The establishments are usually classified according to their type.
882,Hospitality,"A #Host is judged regarding their attitude as a potential host in a guest-host relationship. The #Host exhibits a #Behavior that is judged as demonstrating a particular degree hospitality towards a #Guest. Alternatively, the #Host may reveal an #Expressor that indicates a particular sort of attitude.

<ex>I found [the board|Host] to be [very|Degree] [hospitable|Target] [to Russian graduates|Guest].</ex>"
86,Hostile_encounter,"This frame consists of words that describe a hostile encounter between opposing forces (#Side_1 and #Side_2, collectively conceptualizable as #Sides) over a disputed #Issue and/or in order to reach a specific  #Purpose.
<ex></ex>
<ex>[He|Side_1] still wants to [fight|Target] [Mike Tyson|Side_2] [in about 8 months|Time].</ex>

<ex>[Dennis Andries's|Side_1] [European cruiserweight title|Purpose] [clash|Target] [against Akim Tafer of France|Side_2] [in Beausoleil|Place] [last February|Time] has been voted as the EBU's fight of the year.</ex>"
1365,Hosting_event,A #Host organizes an #Event.
886,Hunting,"A [Hunter|Hunter] tries to gain [Food|Food] by way of outsmarting or tracking a living. The [Hunter|Hunter] hopes the attempt will result in the catching and killing of the living entity that is intended for human consumption. The act of seeking [Food|Food] inherently involves the assistance of some tool, which can be an extension of the [Hunter|Hunter]'s body or an artifact fashioned or exploited for the use of food seeking, catching, and/or killing.

<ex>[In the Congo|Place], [he|Hunter] hunted [big game|Food] [for the first time|Particular_iteration].</ex>

<ex>[People|Hunter] [still|Time] [fish|Target] [bass|Food] [in the lake|Ground].</ex>

<ex>[Folks from Northern California|Hunter] [hunt|Target] [brilliantly|Manner]. [INI|Food] </ex> "
889,Hunting_scenario,"A #Hunter endeavors to- and either fails or succeeds at finding and obtaining [Food|Food]. This scenario occurs within the context of some #Ground within which the preparation, hunt, and success or failure of it plays out. "
890,Hunting_success_or_failure,"A [Hunter|Hunter] succeeds or fails at capturing his sought-out or tracked [Food|Food].

<ex>[We|Hunter] [bagged|Target] [six roosters|Food].</ex>

<ex>[Bottom trawlers|Hunter] [catch|Target] [fish that live on or near the seafloor|Food].</ex>"
513,Identicality,"A #Current_instance of a certain #Type is under discussion. This instance  is evaluated as being the same instance or a different instance from a #Previous_instance encountered in a #Previous_context.

<ex>Kim has a [different|Target] [hair color|tp] every week</ex>
<ex>Kim has [a different hair color|ci] every week</ex>

<ex>Is this the [same|Target] [sofa|tp] [as the one that used to be in the lobby|pi]?</ex>
<ex>Is this [the same sofa as the one that used to be in the lobby|ci]?</ex>


<ex>Dracula and your neighbor are [different|Target] [people|Type]</ex>
<ex>Dracula and your neighbor are [different|Target] [people|soi]</ex>"
1388,Identity,"An #Instance of some type is conceived of as having an #Identity, defined as the unique feature that distinguishes each #Instance from all other instances of its type.  #Identity persists across time and remains constant for an #Instance despite arbitrary changes in other attributes of the #Instance.  Establishing #Identity answers the question """"which"""".

<ex>I still have questions about [her|Instance] [[identity|Identity]|Target] .</ex>
<ex>[[Which|Target]|Identity] [dinner|Instance] did you choose ?</ex>

#Identity is not the same as appearance or name (if the #Instance even has such), although these attributes of the #Instance may be useful in establishing #Identity.  #Identity can be established knowing the totality of the history of an #Instance; however, this is impractical and usually proxies like name and appearance are used.  For the #Identity of humans, history sufficient to establish #Identity can usually be satisfactorily established by documents associated with the person, often with information like appearance and name, though use of such documents contributes to the problem of multiple identities, only one of which is considered legitimate or """"true"""" in a given context.  Just as we would consider <ment>gun</ment> in """"fake gun"""" to contain a reference to the normal concept of Weapon, we consider <ment>identity</ment> in """"multiple identities"""" to belong to this frame, even if only one of the identities is legitimate.  Multiple identities can also exist when each is primarily associated with a fragment or aspect of the history and attributes of an entity, and the """"true"""" identity might be very much debatable; in most such cases, there are different names associated with the different identities, as in the case of stage names or Ellis-Island names, but sometimes, the different """"identities"""" go under the same name (e.g., some members of secret societies). While these may be considered different identities, they refer to the same person.
<ex></ex>
This frame is intended to cover cases where an entity is mentioned, but the category it fits is what is actually meant:

<ex>We need to determine the [[identity|Identity]|Target] [of the metal used in the picture frame|Instance] .</ex>

In this case, it is not individual identity of the physical hunk of metal that is intended to be in question, but rather the category that the hunk of metal fits into; i.e., the specific element or elemental composition of the metal is what is in question.  Such sentences should be understood as determining which #Instance of the supercategory is intended.

<ex></ex>
This frame is not intended to cover related, and often more common, uses of the word """"identity"""" such as """"sexual identity"""", """"national identity"""", or """"brand identity"""", which do not refer to a unique identity of an #Instance, or even the identity of a supercategory of the #Instance, but rather refer to the specific properties of an #Instance that are considered very important for how the #Instance operates in aggregate.  Thus, uses like """"losing your identity"""" are not intended to be covered by this frame."
1389,Identity_scenario,"An #Instance of some #Type is conceived of as having a distinct #Identity.  Its #Identity persists across time and remains constant for an #Instance despite arbitrary changes in other attributes of the #Instance.  Establishing #Identity answers the question """"which"""", and is often answered by saying that an #Instance is the same or different from a previously mentioned instance (see Identicality), or by deictic reference (""""that one""""), etc.

#Identity is not the same as appearance or name (if the #Instance even has such), although these attributes of the #Instance may be useful in establishing #Identity.  #Identity can be established knowing the totality of the history of an #Instance; however, this is impractical and usually proxies like name and appearance are used.  For the #Identity of humans, history sufficient to establish #Identity can usually be satisfactorily established by documents associated with the person, often with information like appearance and name, though use of such documents leads to the problem of multiple identities, only one of which is considered legitimate or """"true"""" in a given context. "
497,Idiosyncrasy,"A certain #Idiosyncrasy belongs to an #Entity distinguishing it from other entities.


<ex>If you have 32 [totally|Deg] [idiosyncratic|Target] [meanings for a term|Id] in a class, everyone will be very confused when they talk! [DNI|Entity]</ex>

<ex>[The art of change-ringing|Idiosyncrasy] <m>is</m> [peculiar|Target] [to the English|Entity]</ex>

This frame differs from Typicality in that it focuses on a distinguishing #Idiosyncrasy that an #Entity has rather than the mere fact that an #Entity is unusual."
895,Image_schema,A #Profiled_region is picked out relative to a #Ground.
764,Imitating,"An #Agent displays a #Characteristic of a #Standard in his or her own way of behaving.


<ex>I guessed [he|agt] was trying to [imitate|Target] [the movements of a skier|Characteristic]</ex>

<ex>[In a tv commercial last year|Containing_event], [she|Agent] [aped|Target] [male slobbiness|Characteristic] [in a singlet and
Y-front-style underpants, kicking back on the couch, watching sport|Depictive].</ex>

<ex>'You are all the same ,' [he|agt] said, [imitating|Target] [not her voice but its angry cadence|Characteristic].</ex>

<ex>Antony, after he had seen this man, [imitated|Target] [him|Standard] [in piety|Characteristic].</ex>
"
225,Immobilization,"The #Agent immobilizes a #Patient optionally,  to an #Anchor.

<ex>[The junior officer|Agent] [handcuffed|Target] [his commanding officer|Patient] [to his desk|Anchor].</ex>"
285,Impact,"While in motion, an #Impactor makes sudden, forcible contact with the #Impactee, or two #Impactors both move, mutually making forcible contact.
<ex>[The massive metal foot|Impactor] [hit|Target] [the ground|Impactee] [with a huge thud|Result].</ex>
"
